,epoch,train_loss,val_loss
0,1,4080.546498775482,0.0
1,2,3357.0347900390625,0.0
2,3,3100.452305316925,0.0
3,4,2915.817193031311,0.0
4,5,2787.773383617401,0.0
5,6,2710.0842905044556,0.0
6,7,2621.9838876724243,0.0
7,8,2555.2802696228027,0.0
8,9,2498.0551686286926,0.0
9,10,2481.6380763053894,721.794195652008
10,11,2457.6362590789795,0.0
11,12,2397.594162940979,0.0
12,13,2372.768909215927,0.0
13,14,2349.8119065761566,0.0
14,15,2316.371333360672,0.0
15,16,2296.465172767639,0.0
16,17,2273.3958065509796,0.0
17,18,2342.7093346118927,0.0
18,19,2388.3940556049347,0.0
19,20,2278.9284472465515,651.411762714386
20,21,2236.573585510254,0.0
21,22,2206.304221868515,0.0
22,23,2176.7432882785797,0.0
23,24,2157.8942172527313,0.0
24,25,2140.7692694664,0.0
25,26,2121.6442954540253,0.0
26,27,2109.5080564022064,0.0
27,28,2082.154736995697,0.0
28,29,2074.0109679698944,0.0
29,30,2055.57546544075,591.7532317638397
30,31,2049.73934841156,0.0
31,32,2042.176113128662,0.0
32,33,2013.1486585140228,0.0
33,34,2021.4329919815063,0.0
34,35,2004.6909937858582,0.0
35,36,1987.8399419784546,0.0
36,37,1981.9751126766205,0.0
37,38,1978.881615638733,0.0
38,39,1970.5005178451538,0.0
39,40,1970.4495074748993,567.8454167842865
40,41,1953.169471502304,0.0
41,42,1944.5477933883667,0.0
42,43,1943.5476791858673,0.0
43,44,1930.6251966953278,0.0
44,45,1937.883210659027,0.0
45,46,1928.1097190380096,0.0
46,47,1920.1050381660461,0.0
47,48,1914.3854622840881,0.0
48,49,1920.1651501655579,0.0
49,50,1912.8063135147095,554.1709237098694
50,51,1916.3988749980927,0.0
51,52,1907.5016129016876,0.0
52,53,1893.7956924438477,0.0
53,54,1903.0384695529938,0.0
54,55,1907.509554862976,0.0
55,56,1881.4611706733704,0.0
56,57,1880.284513950348,0.0
57,58,1888.3071002960205,0.0
58,59,1875.4002630710602,0.0
59,60,1877.9063906669617,545.7643139362335
60,61,1864.0616507530212,0.0
61,62,1869.4361650943756,0.0
62,63,1866.822259426117,0.0
63,64,1854.8717441558838,0.0
64,65,1843.2391996383667,0.0
65,66,1825.6913306713104,0.0
66,67,1826.346867799759,0.0
67,68,1824.1016137599945,0.0
68,69,1812.414344072342,0.0
69,70,1804.1277635097504,530.7630858421326
70,71,1807.6722190380096,0.0
71,72,1804.6604704856873,0.0
72,73,1816.3653264045715,0.0
73,74,1814.3766193389893,0.0
74,75,1807.037192106247,0.0
75,76,1791.4761283397675,0.0
76,77,1786.2714273929596,0.0
77,78,1785.2875399589539,0.0
78,79,1766.2459998130798,0.0
79,80,1756.0367708206177,523.8822541236877
80,81,1762.1240818500519,0.0
81,82,1752.2986652851105,0.0
82,83,1748.511078596115,0.0
83,84,1740.7923076152802,0.0
84,85,1715.833832502365,0.0
85,86,1723.006133556366,0.0
86,87,1733.6477625370026,0.0
87,88,1728.6577792167664,0.0
88,89,1731.19802236557,0.0
89,90,1727.2793402671814,508.0979163646698
90,91,1730.4382228851318,0.0
91,92,1720.0883026123047,0.0
92,93,1707.6173305511475,0.0
93,94,1712.9860563278198,0.0
94,95,1713.4753861427307,0.0
95,96,1700.3397679328918,0.0
96,97,1687.8762998580933,0.0
97,98,1693.1143724918365,0.0
98,99,1685.6889843940735,0.0
99,100,1672.838994026184,500.3957133293152
100,101,1681.1322660446167,0.0
101,102,1670.6560609340668,0.0
102,103,1672.5301184654236,0.0
103,104,1673.8641622066498,0.0
104,105,1674.050901889801,0.0
105,106,1663.4111099243164,0.0
106,107,1659.8907821178436,0.0
107,108,1670.6921529769897,0.0
108,109,1657.5689063072205,0.0
109,110,1650.6779477596283,499.2176616191864
110,111,1639.6299970149994,0.0
111,112,1643.811627626419,0.0
112,113,1649.5680134296417,0.0
113,114,1647.450050830841,0.0
114,115,1635.5424242019653,0.0
115,116,1632.5112507343292,0.0
116,117,1635.2805507183075,0.0
117,118,1625.9529983997345,0.0
118,119,1629.5350003242493,0.0
119,120,1619.2213261127472,489.54677057266235
120,121,1589.59574842453,0.0
121,122,1586.3031919002533,0.0
